cn_code,cn_title,cn_definition,airs_soc_code,airs_title_en,airs_title_zh,match_status,reason,need_new_independent_entry
2-05-02-14,中医康复医师,定义：运用中医药理论，进行患者身体功能康复治疗的专业人员。 主要工作：1.运用望、闻、问、切等中医诊断方法，进行诊断;2.运用现代医学诊察技术和方法，进行辅助诊断;3.进行中医康复评定;4.制订合理的中医康复计划和综合康复计划;5.使用药物、中医技术和现代康复技术，进行康复治疗;6.书写病历，记录病案。,29-1071.00,Physician Assistants,医师助理,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“医师助理”（29-1071.00）；但该 SOC 的覆盖范围更宽。,true
2-05-07-13,康复技师,定义：运用物理治疗、作业治疗、言语治疗等手段或方法，从事康复对象治疗和训练的技术人员。 主要工作：1.询问和检查患者，采集和整理患者相关信息;2.分析、评估患者的检查结果，制订康复治疗计划和方案;3.实施康复训练;4.指导康复对象进行自我康复训练，并对其家属或相关人员进行康复指导培训;5.总体评定出院患者康复效果，提出全面康复建议;6.提供恢复生活能力、工作能力方面的技术指导和咨询服务;7.指导社区康复工作。,29-2051.00,Dietetic Technicians,营养技师,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“营养技师”（29-2051.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-01,内科护士,定义：从事内科疾病护理和健康教育，执行医嘱并配合医生完成患者的诊疗活动，对患者病情进行护理的专业人员。 主要工作：1.应用内科护理程序，制订护理计划及措施;2.执行基础护理及内科护理常规;3.执行医嘱，配合各项诊疗工作，实施护理措施;4.观察患者治疗后反应及病情变化，发现异常及时向相关人员报告并记录;5.参与危重患者抢救并记录;6.进行健康教育和康复指导。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-02,儿科护士,定义：从事儿科疾病护理和健康教育，执行医嘱并配合医生完成患者的诊疗活动，对18岁以下儿童患者进行护理的专业人员。 主要工作：1.应用儿科护理程序，制订护理计划及措施;2.执行基础护理及儿科护理常规;3.执行医嘱，配合各项诊疗工作，实施护理措施;4.观察患儿治疗后的反应及病情变化，发现异常及时向相关人员报告并记录;5.参与危重患儿抢救并记录;6.进行健康教育和康复指导。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-03,急诊护士,定义：从事急诊患者检诊、抢救、治疗、护送并提供健康教育的专业人员。 主要工作：1.按病情轻重安排就诊先后次序;2.配合医师对危重患者进行抢救，观察、检查和治疗留观患者;3.执行相关规章制度和技术操作规程;4.领取、保管及维护急救药品、器材;5.及时、主动报告不良事件和隐患;6.应用急诊护理程序，对患者进行护理评估，制订护理计划，实施护理措施，进行效果评价;7.进行健康教育和康复指导;8.执行基础护理及专科护理常规。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-04,外科护士,定义：从事外科疾病护理和健康教育，执行医嘱并配合医生完成患者的诊疗活动，对患者进行护理的专业人员。 主要工作：1.应用外科护理程序，制订手术前、术中、术后护理康复计划，进行术前准备及术后护理;2.执行基础护理及外科护理常规;3.执行医嘱，配合各项诊疗工作，实施护理措施;4.观察手术后的反应及病情变化，发现异常及时向相关人员报告并记录;5.参与危重患者的抢救并记录;6.进行健康教育和康复指导。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-05,社区护士,定义：从事个人、家庭和社区疾病预防、辅助治疗、康复、健康教育的专业人员。 主要工作：1.配合医师进行检查、治疗，执行相关规章制度和技术操作规程;2.配合医师建立个人、家庭健康档案;3.参与面向家庭、社区和社会的公共卫生服务工作;4.对个人、家庭和社区人群进行健康教育;5.配合医师完成社区常见病、多发病的诊疗活动，急危重症患者的院前急救与转诊，疾病预防筛查与咨询，社区慢性病患者的系统管理;6.进行社区老人、妇女、儿童和残疾人等重点人群保健。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-07,口腔科护士,定义：运用口腔护理技术，协助、配合医生诊断、治疗口腔疾病，并进行口腔健康知识教育的专业人员。 主要工作：1.采用四手操作技术，完成口腔疾病诊疗的椅旁配合工作;2.观察患者病情，执行操作流程;3.参与危急症患者及突发事件的抢救与处理;4.进行患者及其家属口腔健康教育，参与面向家属、社区和社会的口腔卫生服务;5.进行患者追踪管理;6.进行口腔诊疗器械清洗、消毒、灭菌及材料、设备管理。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-08,妇产科护士,定义：从事妇女生殖系统疾病护理和健康教育，孕期及围产期保健护理，配合医生完成患者诊疗并对患者进行护理的专业人员。 主要工作：1.应用妇产科护理程序，制订护理计划及措施;2.执行基础护理及妇产科护理常规，以及产前、产中、产后护理;3.执行医嘱，协助医生在产妇分娩时的助产和接生;4.观察分娩前、中、后的临床表现，观察妇科疾病治疗后的反应及病情变化，发现异常及时报告并记录;5.参与妇科危重患者的抢救并记录;6.进行健康教育和康复指导。,29-1161.00,Nurse Midwives,助产护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“助产护士”（29-1161.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-09,中医护士,定义：运用中医药理论，从事患者辨证施护的专业人员。 主要工作：1.应用中医护理程序，制订护理计划及措施;2.执行基础护理及中医护理常规;3.执行医嘱，进行病情观察，书写护理记录;4.进行具有中医特色的健康教育、康复指导;5.参与社区的慢性病管理、养老护理及健康管理;6.运用中医护理技术，解决常见健康问题。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
3-02-03-06,森林消防员,定义：在地方森林草原消防队伍中，从事森林草原火灾预防、扑救的人员。 主要工作：1.进行森林防火预警和森林火源监控管理;2.进行森林火灾扑救及森林航空消防;3.进行森林消防通信;4.进行森林防火检查和森林防火宣传。 工种示例：森林防火预防员、森林防火通信员、森林航空消防员、森林火灾扑火员、森林火灾扑救指挥员。,33-2011.00,Firefighters,消防员,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“消防员”（33-2011.00）；但该 SOC 的覆盖范围更宽。,true
4-01-03-04,二手车经纪人,定义：从事二手车交易居间、行纪或者代理等经纪业务的人员。 主要工作：1.收集、分析车源信息，提供信息咨询服务;2.分析客户需求，维护客户关系;3.协助收购车源;4.与客户磋商、谈判并签订委托合同;5.协助进行车辆鉴定评估和办理过户;6.按约定进行结算并获取佣金;7.协助提供运输、保险、金融等服务。,41-9021.00,Real Estate Brokers,房地产经纪人,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“房地产经纪人”（41-9021.00）；但该 SOC 的覆盖范围更宽。,true
4-01-06-03,跨境电商运营管理师,定义：依托互联网平台和数字化工具，从事国际贸易活动，进行国际间商品或服务的交易、推广、运营及供应链管理的人员。 主要工作：1.开展海外市场调研与分析，制订并优化跨境电商运营策略；2.搭建与优化跨境电商平台，开展日常运营，收集并分析运营数据；3.开展跨境营销推广活动及品牌建设；4.协调跨境物流和供应链管理，优化海外仓布局；5.开展合规管理，预防并处理合规风险；6.提供客户服务，有效处理客户反馈和投诉，拓展海外客户市场；7.组建并管理跨境电商团队。,13-1161.00 | 11-2021.00,Market Research Analysts and Marketing Specialists | Marketing Managers,市场研究分析师与营销专员 | 市场营销经理,merged_match,AIRS 无“跨境电商运营”独立职业，只能并入营销或市场管理相关职业，建议单列。,true
4-02-01-01,轨道交通列车司机,定义：驾驶轨道机车、动车组、城轨列车、城轨工程车，运输乘客和货物的人员。 主要工作：1.接受、记录、传达行车指示、命令;2.进行机车、动车组、城轨列车、城轨工程车技术性能试验，办理交接手续;3.驾驶机车、动车组、城轨列车、城轨工程车驶入指定线路、位置，连接列车车列、车辆，进行列车制动和电气性能试验;4.牵引列车、车辆、动车组、城轨列车、城轨工程车运行，进行车机联控;5.检查机（动）车运行途中和终到站后关键部位状态，应急处理运行途中机（动）车故障;6.填写台账、报告，办理退乘。 工种示例：电力机车司机、动车组司机、内燃机车司机、城市轨道交通列车司机、厂矿用机车司机、动力集中型电力动车组司机、动力集中型内燃动车组司机、城市轨道交通工程车司机。,53-3054.00,Taxi Drivers,出租车司机,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“出租车司机”（53-3054.00）；但该 SOC 的覆盖范围更宽。,true
4-02-06-03,物流服务师,定义：从事物品采购、仓储运输、货品分拣、配送包装、装卸搬运、流通加工、信息服务等物流作业的组织、计划、实施、控制与协调工作的人员。 主要工作：1.确定采购方式，编制采购计划与预算，选择、管理供应商，实施采购操作并制定采购风险应对措施;2.进行仓储、分拣、运输配送等业务管理、质量管理和业务运营;3.根据生产流程和厂区的地理情况，进行生产物流布局，实施并监控生产物流流程;4.选择运输方式并估算运输成本、计算运费、缮制运输单据，优化运输方案;5.缮制国际单证，处理订舱、换单和货物交付业务，处理事故与争议;6.运行、维护物流管理信息系统。 工种示例：医药商品物流员、冷链物流员、危化品物流员、烟草物流员、大件物流员、智慧仓运维员。,13-1081.00,Logisticians,物流师,merged_match,AIRS 中“物流师”最接近，但中国“物流服务师”通常同时覆盖采购、仓储、配送、国际单证与系统运维等更综合的作业组织职责。,true
4-02-06-05,供应链管理师,定义：运用供应链技术、管理方法和工具，从事产品设计、采购、生产、销售、服务等全过程协同，控制供应链系统成本的人员。 主要工作：1.实施销售和运作计划，进行库存管理，协调供需关系;2.制定采购策略，对供应商进行整合与评估;3.进行供应链生产和服务设施选址与布置;4.设计并管理运输网络，协调仓储规划与运作;5.运用供应链平台管理客户、内部供应链、供应商及交易，控制成本;6.运用供应链绩效管理工具及方法，对供应链进行评估与改进;7.提供供应链技术咨询和服务。,13-1081.00,Logisticians,物流师,merged_match,AIRS 中“物流师”最接近，但中国“供应链管理师”职责通常覆盖采购、库存、计划协同与供应链优化，边界更宽。,true
4-04-05-05,人工智能训练师,定义：使用智能训练软件，从事人工智能产品使用数据库管理、算法参数设置、人机交互设计、性能测试跟踪等工作的人员。 主要工作：1.标注和加工图片、文字、语音等业务的原始数据;2.分析提炼专业领域特征，训练和评测人工智能产品相关算法、功能和性能;3.设计人工智能产品的交互流程和应用解决方案;4.监控、分析、管理人工智能产品应用数据;5.调整、优化人工智能产品参数和配置。 工种示例：数据标注员、人工智能算法测试员、人工智能数字人训练师。,15-2051.00,Data Scientists,数据科学家,merged_match,AIRS 最接近数据科学家，但未单列面向数据标注、模型训练、评测与调优的人工智能训练职业。,true
4-08-08-22,建筑幕墙设计师,定义：从事建筑幕墙及类似幕墙的装饰表皮创造，绘制幕墙或类似幕墙的装饰表皮图纸的人员。 主要工作：1.研究制订设计建筑幕墙系统、风格、结构和分格方式，确定设计材料、造价费用和建造时间;2.组织结构、力学、材料、热工、光学、声学等技术资料，绘制建筑幕墙设计图;3.设计幕墙构件生产和板块组装工艺及其模具，设计幕墙构件生产和板块组装过程检验试验验收准则;4.组织设计建筑幕墙的安装方法和工艺，核定施工便捷性和幕墙安全性;5.制订建筑幕墙产品的检测方案，指导检查幕墙施工作业。,27-1023.00,Floral Designers,花艺设计师,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“花艺设计师”（27-1023.00）；但该 SOC 的覆盖范围更宽。,true
4-08-08-23,建筑信息模型技术员,定义：使用计算机软件进行工程实践过程中的模拟建造，改进其全过程中工程工序的人员。 主要工作：1.进行项目中建筑、结构、暖通、给排水、电气专业等建筑信息模型的搭建、复核、维护管理工作;2.协同其他专业建模，并做碰撞检查;3.通过室内外渲染、虚拟漫游、建筑动画、虚拟施工周期等，进行建筑信息模型可视化设计;4.施工管理及后期运维。,17-3011.00,Architectural and Civil Drafters,建筑与土木制图员,merged_match,AIRS 最接近“建筑与土木制图员”，但未单列以 BIM 建模、协同和信息管理为核心的职业。,true
4-09-08-01,保洁员,定义：从事公共场所、公共区域、公共设施、公共水域的水面以及建筑物内外清洁、维护工作的人员。 主要工作：1.使用清扫、冲洗等机具或人工方式，清扫、清洗道路、广场等公共场所和公共区域;2.使用清洁、冲洗等机具或人工方式，清洁、维护公共设施及建筑物外立面和内部公共区域;3.使用清洁、冲洗等机具或人工方式，清洁、打扫公共厕所;4.清理、保洁和维护公共水域的水面。 工种示例：清扫工、公厕保洁员、高空外墙清洗员、水面保洁员。,37-2012.00,Maids and Housekeeping Cleaners,保洁员与保洁清洁员,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“保洁员与保洁清洁员”（37-2012.00）；但该 SOC 的覆盖范围更宽。,true
4-10-01-04,孤残儿童护理员,定义：从事孤残儿童日常生活照料和护理，并协助专业人员对其进行康复、教育、保健服务工作的人员。 主要工作：1.为不同年龄和不同残疾类型的孤残儿童提供全天生活照料;2.根据孤残儿童生活、患病和手术后的照料要求，进行疾病观察、体温测量、保暖、降温等护理;3.清洁、消毒室内外环境及日常用品，隔离传染源，保护易感儿童;4.采取特殊辅具保护等方式，预防意外伤害;5.配合康复训练师进行康复训练;6.进行情绪、情感关怀，辅助教师进行早期教育和特殊教育。,31-1131.00,Nursing Assistants,护理助理,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“护理助理”（31-1131.00）；但该 SOC 的覆盖范围更宽。,true
4-10-01-06,家政服务员,定义：从事家务料理、家庭成员照护、家庭事务管理等工作的人员。 主要工作：1.清洁家庭卫生、洗熨衣物、烹调饭菜、采购物品、料理家庭相关事务;2.照护家庭中的孕妇生活起居，配制营养膳食，进行妊娠保健护理，制订、实施胎儿教育计划;3.照护家庭中的产妇生活起居，配制营养膳食，指导产妇形体恢复训练，进行产妇心理卫生疏导;4.照护家庭中的新生儿生活，配制新生儿饮食，喂养新生儿，进行新生儿保健护理;5.照护家庭中的婴幼儿生活起居，配制婴幼儿膳食，进行婴幼儿保健护理，辅助婴幼儿启蒙教育;6.照护家庭中的老年人起居，配制老年人膳食，进行老年人健康保健指导，陪伴老年人出行，照护老年人安全;7.照护家庭中的病患生活起居，配制病患营养膳食，照护病患饮食，进行病患康复与保健指导;8.管理家庭有关事务，规划家庭服务岗位，安排家政服务人事，管理家庭生活开支，策划、安排家庭宴会，规划、美化家庭环境。 工种示例：母婴护理员、整理收纳师、家务服务员、家庭照护员。,35-3031.00,Waiters and Waitresses,服务员,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“服务员”（35-3031.00）；但该 SOC 的覆盖范围更宽。,true
4-10-01-07,家政服务经理人,定义：在家政服务相关组织机构中，从事家政业务管理、企业组织运营等工作的人员。 主要工作：1.制订家政服务企业短期、长期经营目标，定期分析经营数据并优化调整运营策略；2.制订价格策略与品牌宣传方案，挖掘潜在客户需求；3.制订家政业务派单、回访、投诉处理等标准化服务流程，建立服务质量评价体系，提升客户满意度；4.负责家政服务人员的岗前培训及职业发展规划。,11-3012.00,Administrative Services Managers,行政服务经理,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“行政服务经理”（11-3012.00）；但该 SOC 的覆盖范围更宽。,true
4-10-07-01,宠物健康护理员,定义：从事保持宠物健康的养护管理等工作的人员。 主要工作：1.诊断、预防宠物常见疾病;2.护理、养护、管理宠物;3.护理伤病宠物。,31-1131.00,Nursing Assistants,护理助理,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“护理助理”（31-1131.00）；但该 SOC 的覆盖范围更宽。,true
4-10-08-01,网约配送员,定义：通过移动互联网平台等，从事接收、验视客户订单，根据订单需求，将订单物品递送至指定地点的服务人员。 主要工作：1.通过移动智能终端接收、验视、核对客户订单，包括但不限于数量、尺寸、规格、颜色、保质期、价格、地址;2.分类整理订单物品，编排递送顺序;3.按照客户要求及网络平台智能规划的配送路线，在一定时间内将订单物品递送至指定地点;4.处理无人接收、拒收、破损等递送异常情况;5.处理客户投诉及其他递送诉求。,43-5021.00,Couriers and Messengers,快递员与信使,merged_match,AIRS 最接近的是“快递员与信使”，但其未单列平台即时配送场景，仍属于中国平台经济下的细分独立职业。,true
4-11-01-03,综合能源服务员,定义：从事客户用能情况诊断，综合能源方案策划，并组织实施和运维管理的人员。 主要工作：1.分析、预测、开发综合能源市场;2.对接客户，梳理客户能源使用需求，使用能效诊断技术分析客户用能效率等情况;3.调查客户项目外部能源环境;4.分析项目的内外部情况及冷、热、电、气等多种能源供应、使用以及能效等状况，策划、制订综合能源利用节能降耗方案;5.按客户委托，进行项目工程建设的启动、计划、组织、执行、控制管理，验收新投入和检修后的设备;6.巡视、检查、维护综合能源系统及其附属设备，处理设备异常及故障，填写运行日志和技术记录。 工种示例：综合能源运维员。,35-3031.00,Waiters and Waitresses,服务员,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“服务员”（35-3031.00）；但该 SOC 的覆盖范围更宽。,true
4-11-01-04,储能电站运维管理员,"定义：使用工具、量具、检测仪器及设备， 进行电化学、压缩空气、飞轮等储能单元或系统的数据采集、状态监测、运行维护及设备资料管理的人员。 主要工作：1.操作、监控储能电站运行设备；
2.巡视检查储能电站一次、二次及单元设备；
3.进行储能电站倒闸操作、功率调整；
4.定期维护并使用检测设备对储能电站箱、柜、屏等设备及安全工具、消防设备进行试验；
5.进行储能电站储能单元、一次、站用电交直流等设备异常及故障处理。 工种示例：电化学储能电站运维员、压缩空气储能电站运维员、飞轮储能电站运维员。",53-6021.00,Parking Attendants,停车场管理员,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“停车场管理员”（53-6021.00）；但该 SOC 的覆盖范围更宽。,true
4-11-01-05,电能质量管理员,"定义：从事电力系统电能质量测试、监测、评估、治理以及管理电能质量设备，进行调试、维修、改造的人员。 主要工作：1.制定电能质量监测方案，安装、调试监测装置；
2.定期检验维护电能质量监测装置；
3.进行干扰源、敏感用户等接入电力系统的电能质量评估；
4.制定电能质量调控方案，配置、调试、改造调控和治理设备；
5.验收电能质量监测装置、调控及治理设备等；
6.发现、分析、处理电能质量指标异常事件；
7.发现、分析、处理监测装置、调控及治理设备缺陷和故障；
8.编制电能质量报告。",53-6021.00,Parking Attendants,停车场管理员,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“停车场管理员”（53-6021.00）；但该 SOC 的覆盖范围更宽。,true
4-11-01-06,电力可靠性管理员,定义：从事电力可靠性管理工作，进行电力可靠性数据的采集、统计、核实、分析、应用，进行电力可靠性评价、评估、预测工作，开展电力可靠性管理创新、成果应用的人员。 主要工作：1.使用电力可靠性管理软件，维护发电、输变电、供电等数据；2.为发电、输变电、供电等专业设备及系统停运计划制订，以及设备运行维护及检修计划审核等工作提出建议；3.判断电厂及电网运行安全风险；4.评估发电厂、电网设备非计划停运事件；5.上报发电、输变电、供电等可靠性信息。 工种示例：发电可靠性统计分析工、输变电可靠性统计分析工、供电可靠性统计分析工。,53-6021.00,Parking Attendants,停车场管理员,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“停车场管理员”（53-6021.00）；但该 SOC 的覆盖范围更宽。,true
4-13-04-03,家庭教育指导师,定义：从事家庭教育知识传授、家庭教育指导咨询、家庭教育活动组织等的人员。 主要工作：1.开展家庭教育法律法规及政策宣传，传授立德树人家庭教育科学理念、知识和方法;2.指导家长履行家庭教育主体责任，进行家庭教育规划并开展家庭教育;3.指导家长树立和传承优良家风，指导其他家庭成员协助和配合家长优化家庭教育环境;4.提供家庭教育问题解决方案和咨询建议;5.策划、组织开展家校社协同育人的实践活动。 工种示例：儿童发育指导师。,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",教育、升学与职业咨询顾问,merged_match,AIRS 最接近教育/升学与职业咨询顾问，但未单列以家庭教育指导为核心服务对象的职业。,true
4-14-01-02,医疗护理员,定义：对需要照顾的人群从事生活护理，并在护士的指导下进行部分辅助护理工作的人员。 主要工作：1.实施清洁、饮食、睡眠和排泄等生活照护;2.进行患者病情观察、压疮预防和移动护理等临床照护;3.进行冷热应用、标本采集和消毒隔离等基础护理;4.实施心理安抚和功能锻炼。 工种示例：护工。,31-1131.00,Nursing Assistants,护理助理,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“护理助理”（31-1131.00）；但该 SOC 的覆盖范围更宽。,true
