cn_code,cn_title,cn_definition,airs_soc_code,airs_title_en,airs_title_zh,match_status,reason,need_new_independent_entry
2-05-08-03,急诊护士,定义：从事急诊患者检诊、抢救、治疗、护送并提供健康教育的专业人员。 主要工作：1.按病情轻重安排就诊先后次序;2.配合医师对危重患者进行抢救，观察、检查和治疗留观患者;3.执行相关规章制度和技术操作规程;4.领取、保管及维护急救药品、器材;5.及时、主动报告不良事件和隐患;6.应用急诊护理程序，对患者进行护理评估，制订护理计划，实施护理措施，进行效果评价;7.进行健康教育和康复指导;8.执行基础护理及专科护理常规。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-04,外科护士,定义：从事外科疾病护理和健康教育，执行医嘱并配合医生完成患者的诊疗活动，对患者进行护理的专业人员。 主要工作：1.应用外科护理程序，制订手术前、术中、术后护理康复计划，进行术前准备及术后护理;2.执行基础护理及外科护理常规;3.执行医嘱，配合各项诊疗工作，实施护理措施;4.观察手术后的反应及病情变化，发现异常及时向相关人员报告并记录;5.参与危重患者的抢救并记录;6.进行健康教育和康复指导。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-05,社区护士,定义：从事个人、家庭和社区疾病预防、辅助治疗、康复、健康教育的专业人员。 主要工作：1.配合医师进行检查、治疗，执行相关规章制度和技术操作规程;2.配合医师建立个人、家庭健康档案;3.参与面向家庭、社区和社会的公共卫生服务工作;4.对个人、家庭和社区人群进行健康教育;5.配合医师完成社区常见病、多发病的诊疗活动，急危重症患者的院前急救与转诊，疾病预防筛查与咨询，社区慢性病患者的系统管理;6.进行社区老人、妇女、儿童和残疾人等重点人群保健。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-07,口腔科护士,定义：运用口腔护理技术，协助、配合医生诊断、治疗口腔疾病，并进行口腔健康知识教育的专业人员。 主要工作：1.采用四手操作技术，完成口腔疾病诊疗的椅旁配合工作;2.观察患者病情，执行操作流程;3.参与危急症患者及突发事件的抢救与处理;4.进行患者及其家属口腔健康教育，参与面向家属、社区和社会的口腔卫生服务;5.进行患者追踪管理;6.进行口腔诊疗器械清洗、消毒、灭菌及材料、设备管理。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-08,妇产科护士,定义：从事妇女生殖系统疾病护理和健康教育，孕期及围产期保健护理，配合医生完成患者诊疗并对患者进行护理的专业人员。 主要工作：1.应用妇产科护理程序，制订护理计划及措施;2.执行基础护理及妇产科护理常规，以及产前、产中、产后护理;3.执行医嘱，协助医生在产妇分娩时的助产和接生;4.观察分娩前、中、后的临床表现，观察妇科疾病治疗后的反应及病情变化，发现异常及时报告并记录;5.参与妇科危重患者的抢救并记录;6.进行健康教育和康复指导。,29-1161.00,Nurse Midwives,助产护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“助产护士”（29-1161.00）；但该 SOC 的覆盖范围更宽。,true
2-05-08-09,中医护士,定义：运用中医药理论，从事患者辨证施护的专业人员。 主要工作：1.应用中医护理程序，制订护理计划及措施;2.执行基础护理及中医护理常规;3.执行医嘱，进行病情观察，书写护理记录;4.进行具有中医特色的健康教育、康复指导;5.参与社区的慢性病管理、养老护理及健康管理;6.运用中医护理技术，解决常见健康问题。,29-1141.00,Registered Nurses,注册护士,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“注册护士”（29-1141.00）；但该 SOC 的覆盖范围更宽。,true
3-02-03-06,森林消防员,定义：在地方森林草原消防队伍中，从事森林草原火灾预防、扑救的人员。 主要工作：1.进行森林防火预警和森林火源监控管理;2.进行森林火灾扑救及森林航空消防;3.进行森林消防通信;4.进行森林防火检查和森林防火宣传。 工种示例：森林防火预防员、森林防火通信员、森林航空消防员、森林火灾扑火员、森林火灾扑救指挥员。,33-2011.00,Firefighters,消防员,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“消防员”（33-2011.00）；但该 SOC 的覆盖范围更宽。,true
4-02-01-01,轨道交通列车司机,定义：驾驶轨道机车、动车组、城轨列车、城轨工程车，运输乘客和货物的人员。 主要工作：1.接受、记录、传达行车指示、命令;2.进行机车、动车组、城轨列车、城轨工程车技术性能试验，办理交接手续;3.驾驶机车、动车组、城轨列车、城轨工程车驶入指定线路、位置，连接列车车列、车辆，进行列车制动和电气性能试验;4.牵引列车、车辆、动车组、城轨列车、城轨工程车运行，进行车机联控;5.检查机（动）车运行途中和终到站后关键部位状态，应急处理运行途中机（动）车故障;6.填写台账、报告，办理退乘。 工种示例：电力机车司机、动车组司机、内燃机车司机、城市轨道交通列车司机、厂矿用机车司机、动力集中型电力动车组司机、动力集中型内燃动车组司机、城市轨道交通工程车司机。,53-3054.00,Taxi Drivers,出租车司机,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“出租车司机”（53-3054.00）；但该 SOC 的覆盖范围更宽。,true
4-02-06-03,物流服务师,定义：从事物品采购、仓储运输、货品分拣、配送包装、装卸搬运、流通加工、信息服务等物流作业的组织、计划、实施、控制与协调工作的人员。 主要工作：1.确定采购方式，编制采购计划与预算，选择、管理供应商，实施采购操作并制定采购风险应对措施;2.进行仓储、分拣、运输配送等业务管理、质量管理和业务运营;3.根据生产流程和厂区的地理情况，进行生产物流布局，实施并监控生产物流流程;4.选择运输方式并估算运输成本、计算运费、缮制运输单据，优化运输方案;5.缮制国际单证，处理订舱、换单和货物交付业务，处理事故与争议;6.运行、维护物流管理信息系统。 工种示例：医药商品物流员、冷链物流员、危化品物流员、烟草物流员、大件物流员、智慧仓运维员。,13-1081.00,Logisticians,物流师,merged_match,AIRS 中“物流师”最接近，但中国“物流服务师”通常同时覆盖采购、仓储、配送、国际单证与系统运维等更综合的作业组织职责。,true
4-09-08-01,保洁员,定义：从事公共场所、公共区域、公共设施、公共水域的水面以及建筑物内外清洁、维护工作的人员。 主要工作：1.使用清扫、冲洗等机具或人工方式，清扫、清洗道路、广场等公共场所和公共区域;2.使用清洁、冲洗等机具或人工方式，清洁、维护公共设施及建筑物外立面和内部公共区域;3.使用清洁、冲洗等机具或人工方式，清洁、打扫公共厕所;4.清理、保洁和维护公共水域的水面。 工种示例：清扫工、公厕保洁员、高空外墙清洗员、水面保洁员。,37-2012.00,Maids and Housekeeping Cleaners,保洁员与保洁清洁员,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“保洁员与保洁清洁员”（37-2012.00）；但该 SOC 的覆盖范围更宽。,true
4-10-01-07,家政服务经理人,定义：在家政服务相关组织机构中，从事家政业务管理、企业组织运营等工作的人员。 主要工作：1.制订家政服务企业短期、长期经营目标，定期分析经营数据并优化调整运营策略；2.制订价格策略与品牌宣传方案，挖掘潜在客户需求；3.制订家政业务派单、回访、投诉处理等标准化服务流程，建立服务质量评价体系，提升客户满意度；4.负责家政服务人员的岗前培训及职业发展规划。,11-3012.00,Administrative Services Managers,行政服务经理,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“行政服务经理”（11-3012.00）；但该 SOC 的覆盖范围更宽。,true
4-14-01-02,医疗护理员,定义：对需要照顾的人群从事生活护理，并在护士的指导下进行部分辅助护理工作的人员。 主要工作：1.实施清洁、饮食、睡眠和排泄等生活照护;2.进行患者病情观察、压疮预防和移动护理等临床照护;3.进行冷热应用、标本采集和消毒隔离等基础护理;4.实施心理安抚和功能锻炼。 工种示例：护工。,31-1131.00,Nursing Assistants,护理助理,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“护理助理”（31-1131.00）；但该 SOC 的覆盖范围更宽。,true
4-14-03-03,眼镜验光师,定义：使用验光仪器及辅助设备，检查视力、眼睛屈光状态及融像机能，开具眼镜验光处方并指导近视防控和视觉康复训练的人员。 主要工作：1.进行裸眼视力测定，瞳距测量，优势眼确定等验光前各项眼部基础检查;2.检测原配眼镜的光学参数;3.使用验光仪等仪器设备，测试眼的屈光定量、融像机能，并出具老视眼等的验光处方及低视力助视器的验配;4.根据验光处方确定眼镜定配方案;5.进行眼镜戴用校配和指导;6.进行接触镜验配和护理指导;7.进行儿童青少年特殊用镜的验配和指导;8.进行双眼视觉功能异常评估并提供训练方案;9.进行眼部健康与视觉质量咨询与指导;10.维护、保养、调校仪器和设备。,29-1041.00,Optometrists,验光师,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“验光师”（29-1041.00）；但该 SOC 的覆盖范围更宽。,true
5-05-01-02,农业经理人,定义：在农民专业合作社等农业经济合作组织中，从事农业生产组织、设备作业、技术支持、产品加工与销售管理服务工作的人员。 主要工作：1.搜集和分析农产品供求、客户需求数据等信息;2.编制生产、服务经营方案和作业计划;3.调度生产、服务人员，安排生产或服务项目;4.指导生产、服务人员执行作业标准;5.疏通营销渠道，维护客户关系;6.组织产品加工、运输、营销;7.评估生产、服务绩效，争取资金支持。,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",农场主、牧场主及其他农业经理,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“农场主、牧场主及其他农业经理”（11-9013.00）；但该 SOC 的覆盖范围更宽。,true
6-21-06-01,医疗器械装配工,定义：使用工具、仪器仪表及设备，装配、调试医疗设备和器械的人员。 主要工作：1.检查、筛选待装医疗器械设备的机械、电子、光学等零件和部件;2.使用焊、胶、接插工具和设备，组装医疗设备的电路、光路、气路和部件等;3.操作专用设备，配置、焊接并装配组件、插件、模板或控制系统、机械系统、光学系统、图像系统等;4.操作通用、专用检测设备，检测校准组件、插件或系统;5.使用专用工具、设备，组装医疗器械整机;6.使用检测校准仪表，测试、联调医疗器械设备整机;7.按照标准要求，进行医疗器械设备的包装、标识;8.维护保养工、夹、量具，仪器仪表及设备，排除故障;9.维护安装调试场所卫生与安全。 工种示例：临床检验类设备组装调试工、手术器械装配调试工、医用电子仪器组装调试工、医用光学仪器组装调试工、医用消毒、低温设备组装调试工、医学影像设备组装调试工、手术急救类设备组装调试工、医用高能射线装备组装调试工、口腔设备组装调试工。,51-2092.00,Team Assemblers,装配工,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“装配工”（51-2092.00）；但该 SOC 的覆盖范围更宽。,true
6-21-06-02,矫形器装配工,定义：使用专用设备，为使用者安装躯干、下肢、上肢等体外装置的人员。 主要工作：1.根据医生或有关技术人员的诊断、建议测量和取型;2.依据尺寸制作安装矫形器的身体部位模型或绘制该部位身体的轮廓图;3.依据尺寸、模型或图纸加工矫形器部件;4.依据模型或图纸对线组装矫形器;5.试穿、调试矫形器;6.加工矫形器的装饰部件，并装饰矫形器。,51-2092.00,Team Assemblers,装配工,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“装配工”（51-2092.00）；但该 SOC 的覆盖范围更宽。,true
6-21-06-03,假肢装配工,定义：使用专用设备，为肢体整体或部分缺失者制作和适配外置人工假体的人员。 主要工作：1.根据截肢者的残端面情况测量和取型;2.依据尺寸和假肢功能要求修整模型;3.依据尺寸和模型制作假肢的接合部件;4.按照尺寸将接合部件与其他假肢零部件对线组装成假肢;5.试穿、调试假肢;6.加工假肢的装饰部件，并装饰假肢。,51-2092.00,Team Assemblers,装配工,merged_match,AIRS 中没有完全同名独立条目，最合理的是并入“装配工”（51-2092.00）；但该 SOC 的覆盖范围更宽。,true
